tournament,stage,date,home_team,away_team,home_score,away_score,venue,winner
1994--usa,Quarter-finals,1994-07-09,Netherlands,Brazil,2,3,"Cotton Bowl, Dallas",Brazil
1994--usa,Quarter-finals,1994-07-10,Bulgaria,Germany,2,1,"Giants Stadium, East Rutherford",Bulgaria
1994--usa,Quarter-finals,1994-07-10,Romania,Sweden,4,5,"Stanford Stadium, Stanford",Sweden
1994--usa,Semi-finals,1994-07-13,Bulgaria,Italy,1,2,"Giants Stadium, East Rutherford",Italy
1994--usa,Semi-finals,1994-07-13,Sweden,Brazil,0,1,"Rose Bowl, Pasadena",Brazil
1994--usa,Third-place match,1994-07-16,Sweden,Bulgaria,4,0,"Rose Bowl, Pasadena",Sweden
1994--usa,Final,1994-07-17,Brazil,Italy,3,2,"Rose Bowl, Pasadena",Brazil
1998--france,Group A,1998-06-10,Brazil,Scotland,2,1,"Stade de France, Saint-Denis",Brazil
1998--france,Group A,1998-06-10,Morocco,Norway,2,2,"Stade de la Mosson, Montpellier",Draw
1998--france,Group A,1998-06-16,Scotland,Norway,1,1,"Parc Lescure, Bordeaux",Draw
1998--france,Group A,1998-06-16,Brazil,Morocco,3,0,"Stade de la Beaujoire, Nantes",Brazil
1998--france,Group A,1998-06-23,Scotland,Morocco,0,3,"Stade Geoffroy-Guichard, Saint-Étienne",Morocco
1998--france,Group A,1998-06-23,Brazil,Norway,1,2,"Stade Vélodrome, Marseille",Norway
1998--france,Group B,1998-06-11,Cameroon,Austria,1,1,"Stade de Toulouse, Toulouse",Draw
1998--france,Group B,1998-06-11,Italy,Chile,2,2,"Parc Lescure, Bordeaux",Draw
1998--france,Group B,1998-06-17,Chile,Austria,1,1,"Stade Geoffroy-Guichard, Saint-Étienne",Draw
1998--france,Group B,1998-06-17,Italy,Cameroon,3,0,"Stade de la Mosson, Montpellier",Italy
1998--france,Group B,1998-06-23,Italy,Austria,2,1,"Stade de France, Saint-Denis",Italy
1998--france,Group B,1998-06-23,Chile,Cameroon,1,1,"Stade de la Beaujoire, Nantes",Draw
1998--france,Group C,1998-06-12,Saudi Arabia,Denmark,0,1,"Stade Félix Bollaert, Lens",Denmark
1998--france,Group C,1998-06-12,France,South Africa,3,0,"Stade Vélodrome, Marseille",France
1998--france,Group C,1998-06-18,France,Saudi Arabia,4,0,"Stade de France, Saint-Denis",France
1998--france,Group C,1998-06-18,South Africa,Denmark,1,1,"Stade de Toulouse, Toulouse",Draw
1998--france,Group C,1998-06-24,France,Denmark,2,1,"Stade Gerland, Lyon",France
1998--france,Group C,1998-06-24,South Africa,Saudi Arabia,2,2,"Parc Lescure, Bordeaux",Draw
1998--france,Group D,1998-06-12,Paraguay,Bulgaria,0,0,"Stade de la Mosson, Montpellier",Draw
1998--france,Group D,1998-06-13,Spain,Nigeria,2,3,"Stade de la Beaujoire, Nantes",Nigeria
1998--france,Group D,1998-06-19,Nigeria,Bulgaria,1,0,"Parc des Princes, Paris",Nigeria
1998--france,Group D,1998-06-19,Spain,Paraguay,0,0,"Stade Geoffroy-Guichard, Saint-Étienne",Draw
1998--france,Group D,1998-06-24,Spain,Bulgaria,6,1,"Stade Félix Bollaert, Lens",Spain
1998--france,Group D,1998-06-24,Nigeria,Paraguay,1,3,"Stade de Toulouse, Toulouse",Paraguay
1998--france,Group E,1998-06-13,Netherlands,Belgium,0,0,"Stade de France, Saint-Denis",Draw
1998--france,Group E,1998-06-13,South Korea,Mexico,1,3,"Stade Gerland, Lyon",Mexico
1998--france,Group E,1998-06-20,Netherlands,South Korea,5,0,"Stade Vélodrome, Marseille",Netherlands
1998--france,Group E,1998-06-20,Belgium,Mexico,2,2,"Parc Lescure, Bordeaux",Draw
1998--france,Group E,1998-06-25,Belgium,South Korea,1,1,"Parc des Princes, Paris",Draw
1998--france,Group E,1998-06-25,Netherlands,Mexico,2,2,"Stade Geoffroy-Guichard, Saint-Étienne",Draw
1998--france,Group F,1998-06-14,Yugoslavia,Iran,1,0,"Stade Geoffroy-Guichard, Saint-Étienne",Yugoslavia
1998--france,Group F,1998-06-15,Germany,USA,2,0,"Parc des Princes, Paris",Germany
1998--france,Group F,1998-06-21,Germany,Yugoslavia,2,2,"Stade Félix Bollaert, Lens",Draw
1998--france,Group F,1998-06-21,USA,Iran,1,2,"Stade Gerland, Lyon",Iran
1998--france,Group F,1998-06-25,Germany,Iran,2,0,"Stade de la Mosson, Montpellier",Germany
1998--france,Group F,1998-06-25,USA,Yugoslavia,0,1,"Stade de la Beaujoire, Nantes",Yugoslavia
1998--france,Group G,1998-06-15,Romania,Colombia,1,0,"Stade Gerland, Lyon",Romania
1998--france,Group G,1998-06-15,England,Tunisia,2,0,"Stade Vélodrome, Marseille",England
1998--france,Group G,1998-06-22,Colombia,Tunisia,1,0,"Stade de la Mosson, Montpellier",Colombia
1998--france,Group G,1998-06-22,Romania,England,2,1,"Stade de Toulouse, Toulouse",Romania
1998--france,Group G,1998-06-26,Romania,Tunisia,1,1,"Stade de France, Saint-Denis",Draw
1998--france,Group G,1998-06-26,Colombia,England,0,2,"Stade Félix Bollaert, Lens",England
1998--france,Group H,1998-06-14,Jamaica,Croatia,1,3,"Stade Félix Bollaert, Lens",Croatia
1998--france,Group H,1998-06-14,Argentina,Japan,1,0,"Stade de Toulouse, Toulouse",Argentina
1998--france,Group H,1998-06-20,Japan,Croatia,0,1,"Stade de la Beaujoire, Nantes",Croatia
1998--france,Group H,1998-06-21,Argentina,Jamaica,5,0,"Parc des Princes, Paris",Argentina
1998--france,Group H,1998-06-26,Japan,Jamaica,1,2,"Stade Gerland, Lyon",Jamaica
1998--france,Group H,1998-06-26,Argentina,Croatia,1,0,"Parc Lescure, Bordeaux",Argentina
1998--france,Round of 16,1998-06-27,Brazil,Chile,4,1,"Parc des Princes, Paris",Brazil
1998--france,Round of 16,1998-06-27,Italy,Norway,1,0,"Stade Vélodrome, Marseille",Italy
1998--france,Round of 16,1998-06-28,Nigeria,Denmark,1,4,"Stade de France, Saint-Denis",Denmark
1998--france,Round of 16,1998-06-28,France,Paraguay,1,0,"Stade Félix Bollaert, Lens",France
1998--france,Round of 16,1998-06-29,Germany,Mexico,2,1,"Stade de la Mosson, Montpellier",Germany
1998--france,Round of 16,1998-06-29,Netherlands,Yugoslavia,2,1,"Stade de Toulouse, Toulouse",Netherlands
1998--france,Round of 16,1998-06-30,Argentina   4-3pen 2-2aet (,England,2,2,"Stade Geoffroy-Guichard, Saint-Étienne",Draw
1998--france,Round of 16,1998-06-30,Romania,Croatia,0,1,"Parc Lescure, Bordeaux",Croatia
1998--france,Quarter-finals,1998-07-03,Italy    3-4pen,France,0,0,"Stade de France, Saint-Denis",Draw
1998--france,Quarter-finals,1998-07-03,Brazil,Denmark,3,2,"Stade de la Beaujoire, Nantes",Brazil
1998--france,Quarter-finals,1998-07-04,Germany,Croatia,0,3,"Stade Gerland, Lyon",Croatia
1998--france,Quarter-finals,1998-07-04,Netherlands,Argentina,2,1,"Stade Vélodrome, Marseille",Netherlands
1998--france,Semi-finals,1998-07-07,Brazil    4-2pen 1-1aet (,Netherlands,1,1,"Stade Vélodrome, Marseille",Draw
1998--france,Semi-finals,1998-07-08,France,Croatia,2,1,"Stade de France, Saint-Denis",France
1998--france,Third place match,1998-07-11,Netherlands,Croatia,1,2,"Parc des Princes, Paris",Croatia
1998--france,Final,1998-07-12,Brazil,France,0,3,"Stade de France, Saint-Denis",France
2002--south-korea-n-japan,Group A,2002-05-31,France,Senegal,0,1,"Seoul World Cup Stadium, Seoul",Senegal
2002--south-korea-n-japan,Group A,2002-06-01,Uruguay,Denmark,1,2,"Munsu Cup Stadium, Ulsan",Denmark
2002--south-korea-n-japan,Group A,2002-06-06,France,Uruguay,0,0,"Asiad Main Stadium, Busan",Draw
2002--south-korea-n-japan,Group A,2002-06-06,Denmark,Senegal,1,1,"Daegu World Cup Stadium, Daegu",Draw
2002--south-korea-n-japan,Group A,2002-06-11,Denmark,France,2,0,"Incheon Munhak Stadium, Incheon",Denmark
2002--south-korea-n-japan,Group A,2002-06-11,Senegal,Uruguay,3,3,"Suwon World Cup Stadium, Suwon",Draw
2002--south-korea-n-japan,Group B,2002-06-02,Paraguay,South Africa,2,2,"Asiad Main Stadium, Busan",Draw
2002--south-korea-n-japan,Group B,2002-06-02,Spain,Slovenia,3,1,"Gwangju World Cup Stadium, Gwangju",Spain
2002--south-korea-n-japan,Group B,2002-06-07,Spain,Paraguay,3,1,"Jeonju World Cup Stadium, Jeonju",Spain
2002--south-korea-n-japan,Group B,2002-06-08,South Africa,Slovenia,1,0,"Daegu World Cup Stadium, Daegu",South Africa
2002--south-korea-n-japan,Group B,2002-06-12,South Africa,Spain,2,3,"Daejeon World Cup Stadium, Daejeon",Spain
2002--south-korea-n-japan,Group B,2002-06-12,Slovenia,Paraguay,1,3,"Jeju World Cup Stadium, Jeju",Paraguay
2002--south-korea-n-japan,Group C,2002-06-03,Brazil,Turkey,2,1,"Munsu Cup Stadium, Ulsan",Brazil
2002--south-korea-n-japan,Group C,2002-06-04,China,Costa Rica,0,2,"Gwangju World Cup Stadium, Gwangju",Costa Rica
2002--south-korea-n-japan,Group C,2002-06-08,Brazil,China,4,0,"Jeju World Cup Stadium, Jeju",Brazil
2002--south-korea-n-japan,Group C,2002-06-09,Costa Rica,Turkey,1,1,"Incheon Munhak Stadium, Incheon",Draw
2002--south-korea-n-japan,Group C,2002-06-13,Costa Rica,Brazil,2,5,"Suwon World Cup Stadium, Suwon",Brazil
2002--south-korea-n-japan,Group C,2002-06-13,Turkey,China,3,0,"Seoul World Cup Stadium, Seoul",Turkey
2002--south-korea-n-japan,Group D,2002-06-04,South Korea,Poland,2,0,"Asiad Main Stadium, Busan",South Korea
2002--south-korea-n-japan,Group D,2002-06-05,USA,Portugal,3,2,"Suwon World Cup Stadium, Suwon",USA
2002--south-korea-n-japan,Group D,2002-06-10,South Korea,USA,1,1,"Daegu World Cup Stadium, Daegu",Draw
2002--south-korea-n-japan,Group D,2002-06-10,Portugal,Poland,4,0,"Jeonju World Cup Stadium, Jeonju",Portugal
2002--south-korea-n-japan,Group D,2002-06-14,Portugal,South Korea,0,1,"Incheon Munhak Stadium, Incheon",South Korea
2002--south-korea-n-japan,Group D,2002-06-14,Poland,USA,3,1,"Daejeon World Cup Stadium, Daejeon",Poland
2002--south-korea-n-japan,Group E,2002-06-01,Ireland,Cameroon,1,1,"Niigata Stadium, Niigata",Draw
2002--south-korea-n-japan,Group E,2002-06-01,Germany,Saudi Arabia,8,0,"Sapporo Dome, Sapporo",Germany
2002--south-korea-n-japan,Group E,2002-06-05,Germany,Ireland,1,1,"Kashima Soccer Stadium, Ibaraki",Draw
2002--south-korea-n-japan,Group E,2002-06-06,Cameroon,Saudi Arabia,1,0,"Saitama Stadium, Saitama",Cameroon
2002--south-korea-n-japan,Group E,2002-06-11,Cameroon,Germany,0,2,"Shizuoka Stadium, Shizuoka",Germany
2002--south-korea-n-japan,Group E,2002-06-11,Saudi Arabia,Ireland,0,3,"International Stadium Yokohama, Yokohama",Ireland
2002--south-korea-n-japan,Group F,2002-06-02,England,Sweden,1,1,"Saitama Stadium, Saitama",Draw
2002--south-korea-n-japan,Group F,2002-06-02,Argentina,Nigeria,1,0,"Kashima Soccer Stadium, Ibaraki",Argentina
2002--south-korea-n-japan,Group F,2002-06-07,Sweden,Nigeria,2,1,"Kobe Wing Stadium, Kobe",Sweden
2002--south-korea-n-japan,Group F,2002-06-07,Argentina,England,0,1,"Sapporo Dome, Sapporo",England
2002--south-korea-n-japan,Group F,2002-06-12,Sweden,Argentina,1,1,"Miyagi Stadium, Miyagi",Draw
2002--south-korea-n-japan,Group F,2002-06-12,Nigeria,England,0,0,"Nagai Stadium, Osaka",Draw
2002--south-korea-n-japan,Group G,2002-06-03,Croatia,Mexico,0,1,"Niigata Stadium, Niigata",Mexico
2002--south-korea-n-japan,Group G,2002-06-03,Italy,Ecuador,2,0,"Sapporo Dome, Sapporo",Italy
2002--south-korea-n-japan,Group G,2002-06-08,Italy,Croatia,1,2,"Kashima Soccer Stadium, Ibaraki",Croatia
2002--south-korea-n-japan,Group G,2002-06-09,Mexico,Ecuador,2,1,"Miyagi Stadium, Miyagi",Mexico
2002--south-korea-n-japan,Group G,2002-06-13,Mexico,Italy,1,1,"Ōita Stadium, Ōita",Draw
2002--south-korea-n-japan,Group G,2002-06-13,Ecuador,Croatia,1,0,"International Stadium Yokohama, Yokohama",Ecuador
2002--south-korea-n-japan,Group H,2002-06-04,Japan,Belgium,2,2,"Saitama Stadium, Saitama",Draw
2002--south-korea-n-japan,Group H,2002-06-05,Russia,Tunisia,2,0,"Kobe Wing Stadium, Kobe",Russia
2002--south-korea-n-japan,Group H,2002-06-09,Japan,Russia,1,0,"International Stadium Yokohama, Yokohama",Japan
2002--south-korea-n-japan,Group H,2002-06-10,Tunisia,Belgium,1,1,"Ōita Stadium, Ōita",Draw
2002--south-korea-n-japan,Group H,2002-06-14,Tunisia,Japan,0,2,"Nagai Stadium, Osaka",Japan
2002--south-korea-n-japan,Group H,2002-06-14,Belgium,Russia,3,2,"Shizuoka Stadium, Shizuoka",Belgium
2002--south-korea-n-japan,Round of 16,2002-06-15,Germany,Paraguay,1,0,"Jeju World Cup Stadium, Jeju",Germany
2002--south-korea-n-japan,Round of 16,2002-06-15,Denmark,England,0,3,"Niigata Stadium, Niigata",England
2002--south-korea-n-japan,Round of 16,2002-06-16,Sweden,Senegal,1,2,"Ōita Stadium, Ōita",Senegal
2002--south-korea-n-japan,Round of 16,2002-06-16,Spain,Ireland,3,2,"Suwon World Cup Stadium, Suwon",Spain
2002--south-korea-n-japan,Round of 16,2002-06-17,Mexico,USA,0,2,"Jeonju World Cup Stadium, Jeonju",USA
2002--south-korea-n-japan,Round of 16,2002-06-17,Brazil,Belgium,2,0,"Kobe Wing Stadium, Kobe",Brazil
2002--south-korea-n-japan,Round of 16,2002-06-18,Japan,Turkey,0,1,"Miyagi Stadium, Miyagi",Turkey
2002--south-korea-n-japan,Round of 16,2002-06-18,South Korea,Italy,2,1,"Daejeon World Cup Stadium, Daejeon",South Korea
2002--south-korea-n-japan,Quarter-finals,2002-06-21,England,Brazil,1,2,"Shizuoka Stadium, Shizuoka",Brazil
2002--south-korea-n-japan,Quarter-finals,2002-06-21,Germany,USA,1,0,"Munsu Cup Stadium, Ulsan",Germany
2002--south-korea-n-japan,Quarter-finals,2002-06-22,Spain,South Korea,3,5,"Gwangju World Cup Stadium, Gwangju",South Korea
2002--south-korea-n-japan,Quarter-finals,2002-06-22,Senegal,Turkey,0,1,"Nagai Stadium, Osaka",Turkey
2002--south-korea-n-japan,Semi-finals,2002-06-25,Germany,South Korea,1,0,"Seoul World Cup Stadium, Seoul",Germany
2002--south-korea-n-japan,Semi-finals,2002-06-26,Brazil,Turkey,1,0,"Saitama Stadium, Saitama",Brazil
2002--south-korea-n-japan,Third place play-off,2002-06-29,South Korea,Turkey,2,3,"Daegu World Cup Stadium, Daegu",Turkey
2002--south-korea-n-japan,Final,2002-06-30,Germany,Brazil,0,2,"International Stadium Yokohama, Yokohama",Brazil
2006--germany,Group A,2006-06-09,Germany,Costa Rica,4,2,"Allianz Arena, München",Germany
2006--germany,Group A,2006-06-09,Poland,Ecuador,0,2,"Veltins-Arena, Gelsenkirchen",Ecuador
2006--germany,Group A,2006-06-14,Germany,Poland,1,0,"Signal Iduna Park, Dortmund",Germany
2006--germany,Group A,2006-06-15,Ecuador,Costa Rica,3,0,"AOL Arena, Hamburg",Ecuador
2006--germany,Group A,2006-06-20,Ecuador,Germany,0,3,"Olympiastadion, Berlin",Germany
2006--germany,Group A,2006-06-20,Costa Rica,Poland,1,2,"AWD-Arena, Hannover",Poland
2006--germany,Group B,2006-06-10,England,Paraguay,1,0,"Commerzbank-Arena, Frankfurt",England
2006--germany,Group B,2006-06-10,Trinidad and Tobago,Sweden,0,0,"Signal Iduna Park, Dortmund",Draw
2006--germany,Group B,2006-06-15,England,Trinidad and Tobago,2,0,"Frankenstadion, Nürnberg",England
2006--germany,Group B,2006-06-15,Sweden,Paraguay,1,0,"Olympiastadion, Berlin",Sweden
2006--germany,Group B,2006-06-20,Sweden,England,2,2,"RheinEnergieStadion, Köln",Draw
2006--germany,Group B,2006-06-20,Paraguay,Trinidad and Tobago,2,0,"Fritz-Walter-Stadion, Kaiserslautern",Paraguay
2006--germany,Group C,2006-06-10,Argentina,Côte d'Ivoire,2,1,"AOL Arena, Hamburg",Argentina
2006--germany,Group C,2006-06-11,Serbia and Montenegro,Netherlands,0,1,"Zentralstadion, Leipzig",Netherlands
2006--germany,Group C,2006-06-16,Argentina,Serbia and Montenegro,6,0,"Veltins-Arena, Gelsenkirchen",Argentina
2006--germany,Group C,2006-06-16,Netherlands,Côte d'Ivoire,2,1,"Gottlieb-Daimler-Stadion, Stuttgart",Netherlands
2006--germany,Group C,2006-06-21,Netherlands,Argentina,0,0,"Commerzbank-Arena, Frankfurt",Draw
2006--germany,Group C,2006-06-21,Côte d'Ivoire,Serbia and Montenegro,3,2,"Allianz Arena, München",Côte d'Ivoire
2006--germany,Group D,2006-06-11,Mexico,Iran,3,1,"Frankenstadion, Nürnberg",Mexico
2006--germany,Group D,2006-06-11,Angola,Portugal,0,1,"RheinEnergieStadion, Köln",Portugal
2006--germany,Group D,2006-06-16,Mexico,Angola,0,0,"AWD-Arena, Hannover",Draw
2006--germany,Group D,2006-06-17,Portugal,Iran,2,0,"Commerzbank-Arena, Frankfurt",Portugal
2006--germany,Group D,2006-06-21,Portugal,Mexico,2,1,"Veltins-Arena, Gelsenkirchen",Portugal
2006--germany,Group D,2006-06-21,Iran,Angola,1,1,"Zentralstadion, Leipzig",Draw
2006--germany,Group E,2006-06-12,Italy,Ghana,2,0,"AWD-Arena, Hannover",Italy
2006--germany,Group E,2006-06-12,USA,Czech Republic,0,3,"Veltins-Arena, Gelsenkirchen",Czech Republic
2006--germany,Group E,2006-06-17,Italy,USA,1,1,"Fritz-Walter-Stadion, Kaiserslautern",Draw
2006--germany,Group E,2006-06-17,Czech Republic,Ghana,0,2,"RheinEnergieStadion, Köln",Ghana
2006--germany,Group E,2006-06-22,Czech Republic,Italy,0,2,"AOL Arena, Hamburg",Italy
2006--germany,Group E,2006-06-22,Ghana,USA,2,1,"Frankenstadion, Nürnberg",Ghana
2006--germany,Group F,2006-06-13,Brazil,Croatia,1,0,"Olympiastadion, Berlin",Brazil
2006--germany,Group F,2006-06-12,Australia,Japan,3,1,"Fritz-Walter-Stadion, Kaiserslautern",Australia
2006--germany,Group F,2006-06-18,Brazil,Australia,2,0,"Allianz Arena, München",Brazil
2006--germany,Group F,2006-06-18,Japan,Croatia,0,0,"Frankenstadion, Nürnberg",Draw
2006--germany,Group F,2006-06-22,Japan,Brazil,1,4,"Signal Iduna Park, Dortmund",Brazil
2006--germany,Group F,2006-06-22,Croatia,Australia,2,2,"Gottlieb-Daimler-Stadion, Stuttgart",Draw
2006--germany,Group G,2006-06-13,France,Switzerland,0,0,"Gottlieb-Daimler-Stadion, Stuttgart",Draw
2006--germany,Group G,2006-06-13,South Korea,Togo,2,1,"Commerzbank-Arena, Frankfurt",South Korea
2006--germany,Group G,2006-06-18,France,South Korea,1,1,"Zentralstadion, Leipzig",Draw
2006--germany,Group G,2006-06-19,Togo,Switzerland,0,2,"Signal Iduna Park, Dortmund",Switzerland
2006--germany,Group G,2006-06-23,Togo,France,0,2,"RheinEnergieStadion, Köln",France
2006--germany,Group G,2006-06-23,Switzerland,South Korea,2,0,"AWD-Arena, Hannover",Switzerland
2006--germany,Group H,2006-06-14,Spain,Ukraine,4,0,"Zentralstadion, Leipzig",Spain
2006--germany,Group H,2006-06-14,Tunisia,Saudi Arabia,2,2,"Allianz Arena, München",Draw
2006--germany,Group H,2006-06-19,Spain,Tunisia,3,1,"Gottlieb-Daimler-Stadion, Stuttgart",Spain
2006--germany,Group H,2006-06-19,Saudi Arabia,Ukraine,0,4,"AOL Arena, Hamburg",Ukraine
2006--germany,Group H,2006-06-23,Saudi Arabia,Spain,0,1,"Fritz-Walter-Stadion, Kaiserslautern",Spain
2006--germany,Group H,2006-06-23,Ukraine,Tunisia,1,0,"Olympiastadion, Berlin",Ukraine
2006--germany,Round of 16,2006-06-24,Germany,Sweden,2,0,"Allianz Arena, München",Germany
2006--germany,Round of 16,2006-06-24,Argentina,Mexico,2,1,"Zentralstadion, Leipzig",Argentina
2006--germany,Round of 16,2006-06-25,England,Ecuador,1,0,"Gottlieb-Daimler-Stadion, Stuttgart",England
2006--germany,Round of 16,2006-06-25,Portugal,Netherlands,1,0,"Frankenstadion, Nürnberg",Portugal
2006--germany,Round of 16,2006-06-26,Italy,Australia,1,0,"Fritz-Walter-Stadion, Kaiserslautern",Italy
2006--germany,Round of 16,2006-06-26,Switzerland,Ukraine,0,3,"RheinEnergieStadion, Köln",Ukraine
2006--germany,Round of 16,2006-06-27,Brazil,Ghana,3,0,"Signal Iduna Park, Dortmund",Brazil
2006--germany,Round of 16,2006-06-27,Spain,France,1,3,"AWD-Arena, Hannover",France
2006--germany,Round of 16,2006-06-30,Germany,Argentina,4,2,"Olympiastadion, Berlin",Germany
2006--germany,Round of 16,2006-06-30,Italy,Ukraine,3,0,"AOL Arena, Hamburg",Italy
2006--germany,Round of 16,2006-07-01,England,Portugal,1,3,"Veltins-Arena, Gelsenkirchen",Portugal
2006--germany,Round of 16,2006-07-01,Brazil,France,0,1,"Commerzbank-Arena, Frankfurt",France
2006--germany,Round of 16,2006-07-04,Germany,Italy,0,2,"Signal Iduna Park, Dortmund",Italy
2006--germany,Round of 16,2006-07-05,Portugal,France,0,1,"Allianz Arena, München",France
2006--germany,Third-place play-off,2006-07-08,Germany,Portugal,3,1,"Gottlieb-Daimler-Stadion, Stuttgart",Germany
2006--germany,Final,2006-07-09,Italy,France,5,3,"Olympiastadion, Berlin",Italy
2010--south-africa,Group A,2010-06-11,16:00    South Africa,Mexico,1,1,"Soccer City, Johannesburg",Draw
2010--south-africa,Group A,2010-06-11,20:30    Uruguay,France,0,0,"Cape Town Stadium, Cape Town",Draw
2010--south-africa,Group A,2010-06-16,20:30    South Africa,Uruguay,0,3,"Loftus Versfeld Stadium, Pretoria",Uruguay
2010--south-africa,Group A,2010-06-17,20:30    France,Mexico,0,2,"Peter Mokaba Stadium, Polokwane",Mexico
2010--south-africa,Group A,2010-06-22,16:00    Mexico,Uruguay,0,1,"Royal Bafokeng Stadium, Rustenburg",Uruguay
2010--south-africa,Group A,2010-06-22,16:00    France,South Africa,1,2,"Free State Stadium, Bloemfontein",South Africa
2010--south-africa,Group B,2010-06-12,13:30    South Korea,Greece,2,0,"Nelson Mandela Bay Stadium, Port Elizabeth",13:30    South Korea
2010--south-africa,Group B,2010-06-12,16:00    Argentina,Nigeria,1,0,"Ellis Park Stadium, Johannesburg",16:00    Argentina
2010--south-africa,Group B,2010-06-17,13:30    Argentina,South Korea,4,1,"Soccer City, Johannesburg",13:30    Argentina
2010--south-africa,Group B,2010-06-17,16:00    Greece,Nigeria,2,1,"Free State Stadium, Bloemfontein",16:00    Greece
2010--south-africa,Group B,2010-06-22,20:30    Nigeria,South Korea,2,2,"Moses Mabhida Stadium, Durban",Draw
2010--south-africa,Group B,2010-06-22,20:30    Greece,Argentina,0,2,"Peter Mokaba Stadium, Polokwane",Argentina
2010--south-africa,Group C,2010-06-12,20:30    England,USA,1,1,"Royal Bafokeng Stadium, Rustenburg",Draw
2010--south-africa,Group C,2010-06-13,13:30    Algeria,Slovenia,0,1,"Peter Mokaba Stadium, Polokwane",Slovenia
2010--south-africa,Group C,2010-06-18,16:00    Slovenia,USA,2,2,"Ellis Park Stadium, Johannesburg",Draw
2010--south-africa,Group C,2010-06-18,20:30    England,Algeria,0,0,"Cape Town Stadium, Cape Town",Draw
2010--south-africa,Group C,2010-06-23,16:00    USA,Algeria,1,0,"Loftus Versfeld Stadium, Pretoria",16:00    USA
2010--south-africa,Group C,2010-06-23,16:00    Slovenia,England,0,1,"Nelson Mandela Bay Stadium, Port Elizabeth",England
2010--south-africa,Group D,2010-06-13,16:00    Serbia,Ghana,0,1,"Loftus Versfeld Stadium, Pretoria",Ghana
2010--south-africa,Group D,2010-06-13,20:30    Germany,Australia,4,0,"Moses Mabhida Stadium, Durban",20:30    Germany
2010--south-africa,Group D,2010-06-18,13:30    Germany,Serbia,0,1,"Nelson Mandela Bay Stadium, Port Elizabeth",Serbia
2010--south-africa,Group D,2010-06-19,16:00    Ghana,Australia,1,1,"Royal Bafokeng Stadium, Rustenburg",Draw
2010--south-africa,Group D,2010-06-23,20:30    Australia,Serbia,2,1,"Mbombela Stadium, Nelspruit",20:30    Australia
2010--south-africa,Group D,2010-06-23,20:30    Ghana,Germany,0,1,"Soccer City, Johannesburg",Germany
2010--south-africa,Group E,2010-06-14,13:30   Netherlands,Denmark,2,0,"Soccer City, Johannesburg",13:30   Netherlands
2010--south-africa,Group E,2010-06-14,16:00   Japan,Cameroon,1,0,"Free State Stadium, Bloemfontein",16:00   Japan
2010--south-africa,Group E,2010-06-19,13:30   Netherlands,Japan,1,0,"Moses Mabhida Stadium, Durban",13:30   Netherlands
2010--south-africa,Group E,2010-06-19,20:30   Cameroon,Denmark,1,2,"Loftus Versfeld Stadium, Pretoria",Denmark
2010--south-africa,Group E,2010-06-24,20:30   Denmark,Japan,1,3,"Royal Bafokeng Stadium, Rustenburg",Japan
2010--south-africa,Group E,2010-06-24,20:30   Cameroon,Netherlands,1,2,"Cape Town Stadium, Cape Town",Netherlands
2010--south-africa,Group F,2010-06-14,20:30   Italy,Paraguay,1,1,"Cape Town Stadium, Cape Town",Draw
2010--south-africa,Group F,2010-06-15,13:30   New Zealand,Slovakia,1,1,"Royal Bafokeng Stadium, Rustenburg",Draw
2010--south-africa,Group F,2010-06-20,13:30   Slovakia,Paraguay,0,2,"Free State Stadium, Bloemfontein",Paraguay
2010--south-africa,Group F,2010-06-20,16:00   Italy,New Zealand,1,1,"Mbombela Stadium, Nelspruit",Draw
2010--south-africa,Group F,2010-06-24,16:00   Slovakia,Italy,3,2,"Ellis Park Stadium, Johannesburg",16:00   Slovakia
2010--south-africa,Group F,2010-06-24,16:00   Paraguay,New Zealand,0,0,"Peter Mokaba Stadium, Polokwane",Draw
2010--south-africa,Group G,2010-06-15,16:00   Côte d'Ivoire,Portugal,0,0,"Nelson Mandela Bay Stadium, Port Elizabeth",Draw
2010--south-africa,Group G,2010-06-15,20:30   Brazil,North Korea,2,1,"Ellis Park Stadium, Johannesburg",20:30   Brazil
2010--south-africa,Group G,2010-06-20,20:30   Brazil,Côte d'Ivoire,3,1,"Soccer City, Johannesburg",20:30   Brazil
2010--south-africa,Group G,2010-06-21,13:30   Portugal,North Korea,7,0,"Cape Town Stadium, Cape Town",13:30   Portugal
2010--south-africa,Group G,2010-06-25,16:00   Portugal,Brazil,0,0,"Moses Mabhida Stadium, Durban",Draw
2010--south-africa,Group G,2010-06-25,16:00   North Korea,Côte d'Ivoire,0,3,"Mbombela Stadium, Nelspruit",Côte d'Ivoire
2010--south-africa,Group H,2010-06-16,13:30   Honduras,Chile,0,1,"Mbombela Stadium, Nelspruit",Chile
2010--south-africa,Group H,2010-06-16,16:00   Spain,Switzerland,0,1,"Moses Mabhida Stadium, Durban",Switzerland
2010--south-africa,Group H,2010-06-21,16:00   Chile,Switzerland,1,0,"Nelson Mandela Bay Stadium, Port Elizabeth",16:00   Chile
2010--south-africa,Group H,2010-06-21,20:30   Spain,Honduras,2,0,"Ellis Park Stadium, Johannesburg",20:30   Spain
2010--south-africa,Group H,2010-06-25,20:30   Chile,Spain,1,2,"Loftus Versfeld Stadium, Pretoria",Spain
